city_id,city,city_latitude,city_longitude,avg_weather_score,temp_avg,rain_probability,rain_volume,humidity,wind_speed,clouds,weather_detail,is_top5,hotel_id,hotel_name,hotel_url,property_type,hotel_score,number_of_reviews,price_per_night_eur,price_per_person_night_eur,hotel_latitude,hotel_longitude,final_score,rank,facilities
1,Aix en Provence,43.5298424,5.4474738,76.33,13.0,0.0,0.0,70.423611,1.533194,59.155556,complet,True,44311.0,Le Concorde,https://www.booking.com/hotel/fr/le-concorde-sarl-aix-en-provence.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,8.0,2267.0,135.64,45.21,43.524612221014486,5.453754365444183,7.7490000000000006,47,"Non-smoking rooms, Facilities for disabled guests, Free Wifi, Private Parking, Family rooms"
1,Aix en Provence,43.5298424,5.4474738,76.33,13.0,0.0,0.0,70.423611,1.533194,59.155556,complet,True,11343333.0,Terrasse & Spa dans Aix Hypercentre,https://www.booking.com/hotel/fr/waves-house.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.8,29.0,130.89,65.44,43.5255712,5.4423252,7.6644000000000005,54,"Non-smoking rooms, Free Wifi, Terrace, Non-smoking rooms, Free Wifi"
1,Aix en Provence,43.5298424,5.4474738,76.33,13.0,0.0,0.0,70.423611,1.533194,59.155556,complet,True,2861546.0,Hotel Cardinal,https://www.booking.com/hotel/fr/cardinal.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886394488&force_referer=,HOTEL,8.6,1481.0,135.21,67.6,43.5255987,5.45172079999998,7.5412,57,"Non-smoking rooms, Free Wifi, Good Breakfast, Non-smoking rooms, Free Wifi"
1,Aix en Provence,43.5298424,5.4474738,76.33,13.0,0.0,0.0,70.423611,1.533194,59.155556,complet,True,2701998.0,Domaine de Saint Clair,https://www.booking.com/hotel/fr/domaine-de-saint-clair.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,BED_AND_BREAKFAST,9.6,187.0,242.33,121.17,43.4991564242671,5.43205648570552,6.8932,66,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Terrace"
1,Aix en Provence,43.5298424,5.4474738,76.33,13.0,0.0,0.0,70.423611,1.533194,59.155556,complet,True,5004408.0,Villa Saint-Ange,https://www.booking.com/hotel/fr/villa-saint-ange.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,9.3,370.0,324.84,162.42,43.523068,5.457699,6.773200000000001,67,"Outdoor swimming pool (temporarily closed), Non-smoking rooms, Spa, Airport shuttle, Fitness center"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,53432.0,Aparthotel Adagio Access Marseille Prado Périer,https://www.booking.com/hotel/fr/citea-marseille-prado-perier.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886238254&force_referer=,APARTHOTEL,8.2,2014.0,101.08,25.27,43.278692338557065,5.388060361146927,8.221400000000001,12,"Non-smoking rooms, Facilities for disabled guests, Free Wifi, Family rooms, Elevator"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,8883930.0,ADIRA Résid'Marseille Vieux-port 2 étoiles,https://www.booking.com/hotel/fr/adira-resid-marseille-vieux-port.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.4,475.0,140.82,35.21,43.294458339908,5.377619730094,8.1026,19,"Non-smoking rooms, Free Wifi, Parking, Family rooms, Elevator"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,218589.0,RockyPop Marseille Hôtel,https://www.booking.com/hotel/fr/citadines-aparthotel-marseilleprado.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886125651&force_referer=,HOTEL,9.1,277.0,104.1,52.05,43.28282806447971,5.387259051203728,8.0458,23,"Non-smoking rooms, Facilities for disabled guests, Room service, Restaurant, Free Wifi"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,55366.0,Novotel Marseille Centre Prado Vélodrome,https://www.booking.com/hotel/fr/novotel-marseille-centre-prado.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886130477&force_referer=,HOTEL,8.0,1330.0,92.01,30.67,43.28068115402996,5.387088060379028,8.0334,25,"Non-smoking rooms, Facilities for disabled guests, Room service, Restaurant, Free Wifi"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,432105.0,Résidence Meublée Services,https://www.booking.com/hotel/fr/ra-c-sidence-meubla-c-e-services.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTHOTEL,7.7,673.0,105.4,26.35,43.28989895775723,5.382167547941208,7.9998000000000005,27,"Non-smoking rooms, Free Wifi, Private Parking, Family rooms, Elevator"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,6826425.0,Montempô Marseille Centre Dôme,https://www.booking.com/hotel/fr/montempo-marseille-centre.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762889183027&force_referer=,APARTHOTEL,7.5,2817.0,49.68,24.84,43.31371048967844,5.40388192065429,7.95,30,"Non-smoking rooms, Free Wifi, Private Parking, 24-hour front desk, Elevator"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,12579804.0,Hôtel Ligo by HappyCulture,https://www.booking.com/hotel/fr/ligo-by-happyculture-marseille4.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,7.9,1175.0,131.75,32.93,43.301265,5.370879,7.9482,31,"Non-smoking rooms, Free Wifi, Family rooms, 24-hour front desk, Elevator"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,2610215.0,NH Collection Marseille,https://www.booking.com/hotel/fr/nh-collection-marseille.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,8.8,3084.0,164.58,54.86,43.3024211,5.36863370000003,7.8696,35,"Non-smoking rooms, Fitness center, Facilities for disabled guests, Room service, Restaurant"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,13051520.0,Résidence Kley Marseille République,https://www.booking.com/hotel/fr/residence-kley-marseille-republique.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886743416&force_referer=,APARTHOTEL,7.5,314.0,70.84,35.42,43.3010928,5.3699198,7.7384,49,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,653737.0,B&B HOTEL Marseille Parc Chanot,https://www.booking.com/hotel/fr/ibis-budget-marseille-prado.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886313825&force_referer=,HOTEL,7.0,1997.0,51.4,25.7,43.27456537014636,5.393511426914188,7.7328,51,"Non-smoking rooms, Facilities for disabled guests, Free Wifi, Private Parking, 24-hour front desk"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,10636298.0,Loft 200m2 avec écran led géant de 10m2,https://www.booking.com/hotel/fr/t4-loft-paradis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTHOTEL,9.4,52.0,171.49,85.75,43.2865487,5.3797922,7.491800000000001,58,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,13436478.0,Maison Galante au Vieux Port,https://www.booking.com/hotel/fr/maison-galante-au-vieux-port.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTHOTEL,8.8,83.0,161.12,80.56,43.293512,5.372234,7.355600000000001,64,"Non-smoking rooms, Beachfront, Free Wifi, Parking, Terrace"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,12588954.0,Liberté et élégance au coeur de Marseille,https://www.booking.com/hotel/fr/liberte-elegance.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887343698&force_referer=,APARTMENT,9.0,42.0,241.04,120.52,43.3011498,5.3825244,6.646800000000001,69,"Non-smoking rooms, Free Wifi, Terrace, Heating, Non-smoking rooms"
2,Marseille,43.2961743,5.3699525,76.17,15.1,3.3,0.15,67.215278,2.989028,60.756944,complet,True,4044650.0,Les Bords De Mer,https://www.booking.com/hotel/fr/les-bords-de-mer.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,8.9,248.0,260.91,130.45,43.28959,5.354999,6.606800000000001,70,"2 swimming pools, Non-smoking rooms, Spa, Airport shuttle, Facilities for disabled guests"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,12906801.0,La Favière proche de la plage,https://www.booking.com/hotel/fr/la-faviere-proche-de-la-plage.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,9.5,12.0,104.54,26.13,43.12345,6.35285,8.7174,2,"Non-smoking rooms, Free Wifi, Beachfront, Free parking, Non-smoking rooms"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,14306848.0,Romantic getaway in Bormes,https://www.booking.com/hotel/fr/romantic-getaway-in-bormes.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,9.5,12.0,128.73,32.18,43.150652,6.3411229,8.5964,3,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,13362570.0,Le Mas de la Palmeraie - Studio dans propriété privée au calme avec piscine et tennis,https://www.booking.com/hotel/fr/le-mas-de-la-palmeraie-studio-dans-propriete-privee-au-calme-avec-piscine-et-ten.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887420179&force_referer=,APARTMENT,9.7,4.0,85.53,42.76,43.1272081,6.3316222,8.4648,6,"Indoor swimming pool, Free Wifi, Free parking, Family rooms, Indoor swimming pool"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,4422171.0,Boulevard du Soleil,https://www.booking.com/hotel/fr/boulevard-du-soleil.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886881324&force_referer=,APARTMENT,9.5,58.0,104.54,52.27,43.149232813225,6.341970146281,8.1946,13,"Free Wifi, Free parking, Free Wifi, Free parking"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,58223.0,Hotel La Voile,https://www.booking.com/hotel/fr/hotel-la-voile-fr.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOTEL,8.4,793.0,123.11,30.77,43.12549,6.357300000000009,8.184600000000001,16,"Outdoor swimming pool, Non-smoking rooms, Facilities for disabled guests, Room service, Free Wifi"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,14566314.0,Entre les pins et les oliviers,https://www.booking.com/hotel/fr/entre-les-pins-et-les-oliviers-bormes-les-mimosas1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887278160&force_referer=,GUEST_HOUSE,8.4,11.0,77.32,38.66,43.16075099888905,6.320753398242189,8.026800000000001,26,"Free parking, Breakfast, Free parking, Breakfast"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,7424003.0,La petite Provence,https://www.booking.com/hotel/fr/lovely-place-for-2.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.6,44.0,99.78,49.89,43.15127099096753,6.341906766830476,7.8822,34,"Non-smoking rooms, Free Wifi, Non-smoking rooms, Free Wifi"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,14009024.0,Le Pin d'Alep,https://www.booking.com/hotel/fr/le-pin-d-alep.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886312305&force_referer=,BED_AND_BREAKFAST,8.6,28.0,114.47,57.24,43.131624,6.330185,7.735200000000001,50,"Outdoor swimming pool (temporarily closed), Non-smoking rooms, Airport shuttle, Free parking, Tea/Coffee Maker in All Rooms"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,10264642.0,SELECT'soHOME - T2 entièrement rénové à quelques pas de la plage - POS07,https://www.booking.com/hotel/fr/select-sohome-t2-entierement-renove-a-quelques-pas-de-la-plage-pos07.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887571518&force_referer=,APARTMENT,8.0,11.0,216.85,54.21,43.124018,6.351083,7.5558,56,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Outdoor swimming pool"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,9074039.0,Auberge du Dom,https://www.booking.com/hotel/fr/auberge-du-dom.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886230466&force_referer=,BED_AND_BREAKFAST,8.5,213.0,136.07,68.03,43.17857868006767,6.33731499579012,7.4794,59,"Outdoor swimming pool, Free Wifi, Free parking, Family rooms, Tea/Coffee Maker in All Rooms"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,11100413.0,"T2 Mer 50m avec Clim, jardin et garage",https://www.booking.com/hotel/fr/les-rives-yourhosthelper.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,7.2,5.0,,,43.1223918,6.3582659,7.3999999999999995,61,"Outdoor swimming pool, Free Wifi, Free parking, Private beach area, Outdoor swimming pool"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,7666352.0,SELECT'soHOME - Résidence Le Poséidon - Piscine & Parking - Appartement pour 4 personnes - POS03,https://www.booking.com/hotel/fr/poseidon-2-pieces-32-m2-piscine-et-garage-prive.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887444942&force_referer=,APARTMENT,8.0,12.0,198.27,66.09,43.12415,6.351192,7.3182,65,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Outdoor swimming pool"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,8686010.0,Villa Les Alyzés,https://www.booking.com/hotel/fr/villa-les-alyzees.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886508908&force_referer=,VILLA,9.3,4.0,863.07,431.53,43.095047,6.35512,6.760000000000001,68,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Beachfront, Free parking"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,7647896.0,"SELECT'SO HOME - Vacances au Poséidon - Duplex 6 personnes, parking privé, piscine, animaux admis - POS-B",https://www.booking.com/hotel/fr/poseidon-mazet-b-58-m2.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887554144&force_referer=,APARTMENT,8.4,7.0,241.04,120.52,43.12415,6.351192,6.4,71,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Outdoor swimming pool"
3,Bormes les Mimosas,43.1506968,6.3419285,76.0,13.0,0.0,0.0,75.313889,2.271736,50.025,complet,True,7688195.0,SELECT'SO HOME - Résidence Le Poséidon - Mazet en Duplex - Prestations de qualité & Services Hôteliers - POS-E,https://www.booking.com/hotel/fr/poseidon-mazet-e-58-m2-en-duplex-piscine-et-garage.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886631293&force_referer=,APARTMENT,,0.0,241.04,120.52,43.12415,6.351192,,,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Outdoor swimming pool"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,2577385.0,Le Bosquet,https://www.booking.com/hotel/fr/le-bosquet-cassis1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,9.3,26.0,139.52,34.89,43.2178808,5.53613129999997,8.369,8,"Non-smoking rooms, Free parking, Terrace, Non-smoking rooms, Free parking"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,10491032.0,La Cigale du Port,https://www.booking.com/hotel/fr/le-roucas-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,9.0,48.0,119.65,29.91,43.2177957,5.5358322,8.348600000000001,9,"Non-smoking rooms, Free Wifi, Free parking, Non-smoking rooms, Free Wifi"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,8375742.0,Le petit cassis,https://www.booking.com/hotel/fr/le-petit-cassis-cassis1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.7,105.0,76.89,25.63,43.2187069,5.5399636,8.3142,10,"Non-smoking rooms, Terrace, Non-smoking rooms, Terrace"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,2021124.0,La Rade,https://www.booking.com/hotel/fr/la-rade-cassis1.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,9.0,70.0,129.59,32.4,43.21534787329778,5.534749031066895,8.2988,11,"Non-smoking rooms, Free Wifi, Free parking, Family rooms, Terrace"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,12754603.0,Au cœur de Cassis,https://www.booking.com/hotel/fr/au-coeur-de-cassis-cassis3.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.7,18.0,137.8,34.45,43.2149587,5.5399611,8.1378,17,"Non-smoking rooms, Free Wifi, Family rooms, Non-smoking rooms, Free Wifi"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,4060506.0,CASSIS RDC Climatisé - Parking gratuit,https://www.booking.com/hotel/fr/appartement-t3-rdc-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762886486220&force_referer=,APARTMENT,9.2,56.0,178.4,44.6,43.2178808,5.5361313,8.134799999999998,18,"Non-smoking rooms, Basic free Wifi (10 Mbps), Free parking, Terrace, Non-smoking rooms"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,7454490.0,Home Cassis - Maison Julou - Piscine chauffée à 32c,https://www.booking.com/hotel/fr/home-cassis-maison-julou.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,8.7,155.0,73.43,36.72,43.222079689063,5.537926946033,8.0924,20,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Family rooms"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,2331056.0,Home Cassis - Maison Méditerranée - Piscine chauffée à 30c,https://www.booking.com/hotel/fr/home-cassis-maison-mediterrannee.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=&chal_t=1762887271528&force_referer=,HOLIDAY_HOME,8.5,249.0,139.96,34.99,43.219776350851,5.53745873272419,8.047,22,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Beachfront, Free parking"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,10639001.0,Cassis centre,https://www.booking.com/hotel/fr/cassis-centre-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,APARTMENT,7.5,75.0,72.57,18.14,43.2152067,5.5383415,7.9468,32,"Non-smoking rooms, Free Wifi, Beachfront, Family rooms, Private beach area"
4,Cassis,43.2140359,5.5396318,73.67,14.3,7.2,0.34,67.840278,2.722472,57.023611,complet,True,730769.0,Home Cassis - Maison Les Calanques - Piscine chauffée à 30c,https://www.booking.com/hotel/fr/home-cassis.html?checkin=2025-12-11&checkout=2025-12-13&group_adults=2&no_rooms=1&group_children=,HOLIDAY_HOME,8.3,190.0,81.64,40.82,43.21183242551023,5.524701520789677,7.8504000000000005,38,"Outdoor swimming pool, Non-smoking rooms, Free Wifi, Free parking, Terrace"
